Tweet Id,Datetime,tweet,clean_text,sentiment
1330829874286665728,2020-11-23 11:05:42,"Ediot 😡😡 @amazon 
Shameless people like you should apologize to India, today I will stop shopping from Amazon… https://t.co/k3b2N4zzxn",Ediot Shameless people like you should apologize to India today I will stop shopping from Amazon,neutral
1330828831968653313,2020-11-23 11:01:33,Drone Federation of India announces 'Adopt Drones' Program with support of Amazon Web Services https://t.co/Y9Ey1AQgCz,Drone Federation of India announces Adopt Drones Program with support of Amazon Web Services,positive
1330828594302562304,2020-11-23 11:00:37,India Approves Reliance’s $3.4B Deal Despite #Amazon Protests https://t.co/KV3YJ8kQdf,India Approves Reliance s 3 4B Deal Despite Amazon Protests,positive
1330828450664509440,2020-11-23 11:00:02,"Get Free Windows VPS with Remote Desktop Connection (RDC) in India

See: https://t.co/O1tzY7Q5AL

#isrgrajan… https://t.co/WFbLPc0nJH",Get Free Windows VPS with Remote Desktop Connection RDC in India See isrgrajan,positive
1330828209051422720,2020-11-23 10:59:05,"Deal Price: ₹ 294.00
Discount: ₹ 1,205.00 (80%)https://t.co/mEOc4TxF47",Deal Price 294 00 Discount 1 205 00 80,neutral
1330825512474664962,2020-11-23 10:48:22,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 https://t.co/OiRtUcs3L3,Amazon Reliance 3580 Future Group,positive
1330824317932736512,2020-11-23 10:43:37,"@AmazonHelp Yes and I got precisely what I expected id get, some call center in the middle of India giving me textb… https://t.co/avQsx6GawG",Yes and I got precisely what I expected id get some call center in the middle of India giving me textb,positive
1330823000854200321,2020-11-23 10:38:23,"@AliceLBronte Maya, an enthusiastic, young American girl come down to India to find her biological father. She has… https://t.co/udoiuwujl1",Maya an enthusiastic young American girl come down to India to find her biological father She has,positive
1330821859873472512,2020-11-23 10:33:51,https://t.co/u0JqG7hep6: Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods. - Sign the P… https://t.co/UQ3HU5nRfN,Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods Sign the P,negative
1330821858447515659,2020-11-23 10:33:51,"Heights I swear😒 Please sign!
https://t.co/rGAj5ZZD3h: Amazon Stop insulting Hindus with Floor Mats and Toilet Mats… https://t.co/Fct67YaVnq",Heights I swear Please sign Amazon Stop insulting Hindus with Floor Mats and Toilet Mats,negative
1330821324797689859,2020-11-23 10:31:43,"6 Best Room Heater For Home In India

Watch Now: https://t.co/C4vEYTEc7t

#best #room #heater #home #india #Amazon… https://t.co/OSLKocs8Op",6 Best Room Heater For Home In India Watch Now best room heater home india Amazon,positive
1330820973113856000,2020-11-23 10:30:20,"Who has launched its flagship leadership development programme for B-Schools in India?
#Amazon

With which country… https://t.co/7Z6r3v2kI1",Who has launched its flagship leadership development programme for B Schools in India Amazon With which country,positive
1330820889705791489,2020-11-23 10:30:00,"Take a screenshot and let us know, where has the wheel of cravings stopped for you! 
Order your true calling today… https://t.co/cVIhEOsm2o",Take a screenshot and let us know where has the wheel of cravings stopped for you Order your true calling today,positive
1330819618277969920,2020-11-23 10:24:57,#bannetflixinindia #BanNetflix in India trending meanwhile Amazon prime vid - https://t.co/Vj7oiiwjFt,bannetflixinindia BanNetflix in India trending meanwhile Amazon prime vid,positive
1330819407610671105,2020-11-23 10:24:06,@Logitech can u give me an info on when the 2nd gen G102 white colour will be restocked on Amazon India?,can u give me an info on when the 2nd gen G102 white colour will be restocked on Amazon India,positive
1330819375532675072,2020-11-23 10:23:59,"@CrickPotato @imvrb__09 confirmed. india mein koi bhi broadcast nahi kar rha. star mana kar rha hai, amazon 2021 se… https://t.co/7zvLNk21Pw",09 confirmed india mein koi bhi broadcast nahi kar rha star mana kar rha hai amazon 2021 se,positive
1330819021025906688,2020-11-23 10:22:34,"With a preface by @ShivshankaMenon and a chapter on regional connectivity by @ConstantinoX, ""India's Marathon"" edit… https://t.co/dDK6pJzTeW",With a preface by and a chapter on regional connectivity by India s Marathon edit,neutral
1330817172596162560,2020-11-23 10:15:13,https://t.co/84OpbM0w9J,,neutral
1330816964076261382,2020-11-23 10:14:24,https://t.co/24SpWieB6G,,neutral
1330814791837880325,2020-11-23 10:05:46,https://t.co/mz9JWDIqCm,,neutral
1330813344329023489,2020-11-23 10:00:01,Catch all your favorite content with the power of Onida's Lucent Picture Engine for a Superior Picture Clarity on V… https://t.co/bMGsivfXiS,Catch all your favorite content with the power of Onida s Lucent Picture Engine for a Superior Picture Clarity on V,positive
1330812874025930752,2020-11-23 09:58:09,"Glad to announce that Leafy Straw has launched on #Amazon India! 

Buy now: https://t.co/0gsNNeNg9w… https://t.co/UrMODhcTll",Glad to announce that Leafy Straw has launched on Amazon India Buy now,positive
1330812561269288961,2020-11-23 09:56:54,@AmazonHelp Amazon India!,Amazon India,positive
1330811557241106433,2020-11-23 09:52:55,कैट ने बैंकों पर Amazon और Flipkart से साठ-गांठ के आरोप लगाएAmazon और Flipkart से साठ-गांठ के आरोप लगाए… https://t.co/CfYWveDTU5,Amazon Flipkart Amazon Flipkart,positive
1330811290500157443,2020-11-23 09:51:51,"@DrSJaishankar @ombirlakota In The India Way, S. Jaishankar, Indias Minister of External Affairs, analyses these ch… https://t.co/H1agqiBLsp",In The India Way S Jaishankar Indias Minister of External Affairs analyses these ch,neutral
1330811163622342657,2020-11-23 09:51:21,"@ASICS_India Do you sell fake products through @amazon ???

Second incident happening in the same month!! https://t.co/eJSstlSPPi",India Do you sell fake products through Second incident happening in the same month,negative
1330809438375084033,2020-11-23 09:44:30,"@vivekbhandari_ There are several ecom services that are big in India, where the customer service is either non-exi… https://t.co/Yy2FbQXOOE",There are several ecom services that are big in India where the customer service is either non exi,neutral
1330807788654747649,2020-11-23 09:37:56,"Oxford Student Atlas for India - Third Edition
https://t.co/sgCZm6UhxP https://t.co/jX2jKZNd4u",Oxford Student Atlas for India Third Edition,neutral
1330807141565820930,2020-11-23 09:35:22,"Are you familiar with the story of Drishadvati from the Mahabharata? Here is a small excerpt from my latest book, '… https://t.co/dgcbhDYMpg",Are you familiar with the story of Drishadvati from the Mahabharata Here is a small excerpt from my latest book,neutral
1330806029244776448,2020-11-23 09:30:57,"I am From #india Please Approve My Application and Please Do We are Genuine Workers, Please approve my account to W… https://t.co/miGJ8v63op",I am From india Please Approve My Application and Please Do We are Genuine Workers Please approve my account to W,positive
1330805869911699459,2020-11-23 09:30:19,"Who has launched its flagship leadership development programme for B-Schools in India?
#Amazon

With which country… https://t.co/8ObUM44YZY",Who has launched its flagship leadership development programme for B Schools in India Amazon With which country,positive
1330805769000796165,2020-11-23 09:29:55,"@amazonIN @JeffBezos @askGST_GoI @gst @AmitAgarwal

Following seller on Amazon India 
has been evading GST tax of 1… https://t.co/3G3rA5ucoi",GoI Following seller on Amazon India has been evading GST tax of 1,positive
1330804208497520641,2020-11-23 09:23:43,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 https://t.co/lLHSerxkL5,Amazon Reliance 3580 Future Group,positive
1330803848819081219,2020-11-23 09:22:17,"importedpointofficial Opening Soon ! 🎉
India's 1st Factory to Consumer E-commerce Website.
🛒

#wholesale #ecommerce… https://t.co/fsr8lAcqfq",importedpointofficial Opening Soon India s 1st Factory to Consumer E commerce Website wholesale ecommerce,neutral
1330803685769629698,2020-11-23 09:21:38,https://t.co/mgbt0DMRCf,,neutral
1330802783985954817,2020-11-23 09:18:03,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 https://t.co/fSADlUuZyt https://t.co/Sn0HHMpSUI,Amazon Reliance 3580 Future Group,positive
1330802591119204356,2020-11-23 09:17:17,"RSVP here - https://t.co/dZU0Vbdb6S
Watch LIVE - Mr. Vikas Bansal, Director and Head Financial Services at Amazon P… https://t.co/DP21k4zjck",RSVP here Watch LIVE Mr Vikas Bansal Director and Head Financial Services at Amazon P,positive
1330797140331745280,2020-11-23 08:55:37,@amazon Having really hard time with Amazon India getting refund for my cancellation. It's been 12 days. Poor customer service.,Having really hard time with Amazon India getting refund for my cancellation It s been 12 days Poor customer service,negative
1330797128655007745,2020-11-23 08:55:35,"El nº 1 #MásVendido 💥 en ""Novela policíaca y misterio""

En la India planean asesinar a David Ribas. 

En Madrid, la… https://t.co/TP5yxDfGsm",El n 1 M sVendido en Novela polic aca y misterio En la India planean asesinar a David Ribas En Madrid la,neutral
1330795590763089924,2020-11-23 08:49:28,"Descarga #GRATIS • 💥534 valoraciones💥

Una pareja de españoles es víctima de un ataque terrorista en la India.

Ell… https://t.co/MeJuM2YZ31",Descarga GRATIS 534 valoraciones Una pareja de espa oles es v ctima de un ataque terrorista en la India Ell,positive
1330794918445506563,2020-11-23 08:46:48,"https://t.co/7Dfy9X1siN
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/Y9i409slUo",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794914557341697,2020-11-23 08:46:47,"https://t.co/sq5Eo9OCDG
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/12SRCAHhnI",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794910547660800,2020-11-23 08:46:46,"https://t.co/pdhMFLt6P4
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/OKG2Va070m",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794906613407746,2020-11-23 08:46:45,"https://t.co/N710fHpRr8
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/2ZyZAcGjAp",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794900653305857,2020-11-23 08:46:43,"https://t.co/4Vl1scnNjD
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/uuwTq1qERj",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794896085700608,2020-11-23 08:46:42,"https://t.co/82RTuPeAgf
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/aPSdykhcRf",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794892172406784,2020-11-23 08:46:41,"https://t.co/equh4A97qF
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/FJ03ppuJ51",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794887697080323,2020-11-23 08:46:40,"https://t.co/Gvn4JfHeQS
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/CZHH1Ojh4K",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794881824956418,2020-11-23 08:46:39,"https://t.co/iKy0sU55nB
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/9rjkvQNLA9",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330794874833166336,2020-11-23 08:46:37,"https://t.co/hPGn9pnzph
Mobile Phones: Buy New Mobiles Online at Best Prices in India | Buy Cell Phones Online -… https://t.co/BySytyyhxB",Mobile Phones Buy New Mobiles Online at Best Prices in India Buy Cell Phones Online,positive
1330793723316170752,2020-11-23 08:42:03,"Made in India product.

Garbage Bags (Pack of 240) 

 Rs.379/- only 

Link : 
https://t.co/xbJebnnju1

Like and Retweet 👍",Made in India product Garbage Bags Pack of 240 Rs 379 only Link Like and Retweet,positive
1330793589018943488,2020-11-23 08:41:31,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 https://t.co/JPPzD0d48V,Amazon Reliance 3580 Future Group,positive
1330792364059799552,2020-11-23 08:36:39,CCI Nod For RIL-Future Group Deal | Competition Commission of India (CCI) has approved the Reliance-Future Retail d… https://t.co/RtWjzupfoB,CCI Nod For RIL Future Group Deal Competition Commission of India CCI has approved the Reliance Future Retail d,positive
1330792260439425024,2020-11-23 08:36:14,@AmazonHelp Worst delivery service of amazon india. They directly deny to deliver my packet at my doorstep while I… https://t.co/CUmQXAS7Pu,Worst delivery service of amazon india They directly deny to deliver my packet at my doorstep while I,negative
1330791405195849729,2020-11-23 08:32:50,"VIROSTAT Reusable Face Masks, Breathable Fabric with 5 Layer Antiviral Protection, Adjustable Nose Pin &amp; Overhead L… https://t.co/C7n7ipkv49",VIROSTAT Reusable Face Masks Breathable Fabric with 5 Layer Antiviral Protection Adjustable Nose Pin amp Overhead L,neutral
1330789770377588739,2020-11-23 08:26:20,https://t.co/fFyoizlt8i,,neutral
1330788937921564676,2020-11-23 08:23:02,"बदल रहा है शॉपिंग का अंदाज, जानिए महामारी के दौरान कितने भारतीयों ने की ऑनलाइन खरीदारी
#shopping #ShoppingOnline… https://t.co/armbiwvpCz",shopping ShoppingOnline,neutral
1330788194091110400,2020-11-23 08:20:04,"インド第2の小売業チェーンであるFuture Groupの小売、卸売、運輸、および倉庫事業を、最大チェーンのReliance Retailが買収することを承認したことを発表。
Relianceはアジア最大の富豪、Mukesh Am… https://t.co/Mw21mBr73o",2 Future Group Reliance Retail Reliance Mukesh Am,neutral
1330787671728398338,2020-11-23 08:18:00,CCI Nod For RIL-Future Group Deal | Competition Commission of India (CCI) has approved the Reliance-Future Retail d… https://t.co/yoyixerLUu,CCI Nod For RIL Future Group Deal Competition Commission of India CCI has approved the Reliance Future Retail d,positive
1330787631454580737,2020-11-23 08:17:50,"Amazon Web Services, Drone Federation of India launch program to identify AI-driven drone data analysis solutions,… https://t.co/zIBvf6Ttgu",Amazon Web Services Drone Federation of India launch program to identify AI driven drone data analysis solutions,positive
1330787405410930688,2020-11-23 08:16:56,"Amazon Web Services, Drone Federation of India launch program to identify AI-driven drone data analysis solutions https://t.co/WVeaS3h9PM",Amazon Web Services Drone Federation of India launch program to identify AI driven drone data analysis solutions,positive
1330786780765777922,2020-11-23 08:14:28,"Dear @amazonIN 
Just want to ask, is my personal details safe with you? Because today i got a fraudulent call on be… https://t.co/GLXCCRe6FH",Dear Just want to ask is my personal details safe with you Because today i got a fraudulent call on be,positive
1330786465874391044,2020-11-23 08:13:12,"""...we are being torn from within.""

A white-hot novel about today’s India, @anniezaidi's #PreludeToARiot wins the… https://t.co/4hkYyASdUG",we are being torn from within A white hot novel about today s India s PreludeToARiot wins the,positive
1330785952353030144,2020-11-23 08:11:10,https://t.co/GKuXIAfDNe: Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods. - Sign the P… https://t.co/qnxxy7I8zW,Amazon Stop insulting Hindus with Floor Mats and Toilet Mats with Hindu Gods Sign the P,negative
1330782391363727361,2020-11-23 07:57:01,"Prophetic how?

Khushwant Singh wrote 'The End of India' about a decade earlier.

https://t.co/pni9ovyXLb

Sardar P… https://t.co/Drt9hk2LsF",Prophetic how Khushwant Singh wrote The End of India about a decade earlier Sardar P,neutral
1330782194864799745,2020-11-23 07:56:14,"कैट ने बैंकों पर Amazon और Flipkart से साठ-गांठ के आरोप लगाए
#NewsNationTV

https://t.co/KIwhh5CphF",Amazon Flipkart NewsNationTV,positive
1330782169141133313,2020-11-23 07:56:08,"कैट ने बैंकों पर Amazon और Flipkart से साठ-गांठ के आरोप लगाए
#NewsNationTV

https://t.co/eUhUgolaWQ",Amazon Flipkart NewsNationTV,positive
1330780951975141377,2020-11-23 07:51:18,"CAIT urged DPIIT to take action against Amazon and Flipkart ""for the blatant violation and/or by exploitation of th… https://t.co/3hpWg3UhDS",CAIT urged DPIIT to take action against Amazon and Flipkart for the blatant violation and or by exploitation of th,negative
1330780472532631552,2020-11-23 07:49:24,"Just received the book 
""A New Idea of India""@ANewIdeaOfIndia by @harshmadhusudan and @RMantri 
India, That is Bhar… https://t.co/DOFciJYjty",Just received the book A New Idea of India by and India That is Bhar,neutral
1330780271101153282,2020-11-23 07:48:35,"Read Review on Book ""Mysterious are the ways of Love"" on Goodreads

https://t.co/OCwIkvWOcJ

Book is available at A… https://t.co/t8SlLkQtMp",Read Review on Book Mysterious are the ways of Love on Goodreads Book is available at A,positive
1330779124730720259,2020-11-23 07:44:02,Hi @amazonIN @amazon @AmazonKindle @AmazonKDP why is my #book #price priced so weirdly expensive for #India 31USD… https://t.co/k3Hy5BI58f,Hi why is my book price priced so weirdly expensive for India 31USD,negative
1330778586471669761,2020-11-23 07:41:54,"Amazon – Buy A &amp; Y Men’s Ankle Length Formal/Casual Socks (Multicolour; Free Size,) MADE IN INDIA for Rs 60 https://t.co/GutJk4p3e4",Amazon Buy A amp Y Men s Ankle Length Formal Casual Socks Multicolour Free Size MADE IN INDIA for Rs 60,positive
1330778502270861312,2020-11-23 07:41:34,https://t.co/E7q8XLZSUW,,neutral
1330777881274937345,2020-11-23 07:39:06,"If you are a Wildlife enthusiasts ,then this book is a must for you !
'The 100 Best Birdwatching Sites In India '.… https://t.co/qfBpqC3w2M",If you are a Wildlife enthusiasts then this book is a must for you The 100 Best Birdwatching Sites In India,positive
1330777101222305798,2020-11-23 07:36:00,"#Ad Check out KN95 Masks With Respirator, Mask,Certified Anti Dust and Anti pollution Filter Face Mask, Anti-Bacter… https://t.co/3dOl7EkglO",Ad Check out KN95 Masks With Respirator Mask Certified Anti Dust and Anti pollution Filter Face Mask Anti Bacter,negative
1330776875862396928,2020-11-23 07:35:06,"कृपया मेरी किताब को पढ़कर मुझे प्रोत्साहन दे।
काशी का राही सिर्फ 49 Rs. में 🙏🙏

बनारस  काशी  उत्तरप्रदेश  अतुल्य भा… https://t.co/EB554D7xCW",49 Rs,neutral
1330776647423856643,2020-11-23 07:34:12,I have written this novel with the  picture of India in my mind. Please do read. I am sure that you are going to lo… https://t.co/21rEbUSE3W,I have written this novel with the picture of India in my mind Please do read I am sure that you are going to lo,positive
1330776620181798918,2020-11-23 07:34:05,"The Man India Missed The Most Subhas Chandra Bose
The Great Indian Genius Har Dayal
Jai Hind 
#Netaji125 #Netaji… https://t.co/54Wlhcd2wA",The Man India Missed The Most Subhas Chandra Bose The Great Indian Genius Har Dayal Jai Hind Netaji125 Netaji,positive
1330776545724534784,2020-11-23 07:33:47,"The Man India Missed The Most Subhas Chandra Bose
The Great Indian Genius Har Dayal
Jai Hind 
#Netaji125 #Netaji… https://t.co/V50zhtwZCv",The Man India Missed The Most Subhas Chandra Bose The Great Indian Genius Har Dayal Jai Hind Netaji125 Netaji,positive
1330776111077232641,2020-11-23 07:32:04,https://t.co/eH4iOXFAVI,,neutral
1330775600341143552,2020-11-23 07:30:02,"@vexking Boom! Your track ""Querencia"" was featured by Amazon Music on India Breakthrough Songs: Spiritual!",Boom Your track Querencia was featured by Amazon Music on India Breakthrough Songs Spiritual,positive
1330773109763235840,2020-11-23 07:20:08,"“दस सेकंड आगे जाओ."" ⏩
""Netflix चलाओ.” 📺
""'Comicstaan' ढूंढो."" 🎙️

Do all this and more, because Alexa on Fire TV अब… https://t.co/MtCllPs9OG",Netflix Comicstaan Do all this and more because Alexa on Fire TV,negative
1330773098266652674,2020-11-23 07:20:05,"@DPO_GDPR_CCPA @col_malhan Alright, self proclaimed Data Protection &amp; Privacy officer &amp; Indian patriot. 

May I ask… https://t.co/hvY7hqcu6v",GDPR CCPA malhan Alright self proclaimed Data Protection amp Privacy officer amp Indian patriot May I ask,positive
1330771930274615296,2020-11-23 07:15:27,Amazonに新たな頭痛の種、インド政府がRelianceによる3580億円のFuture Group買収を承認 | TechCrunch Japan https://t.co/LgAP4AbQtQ,Amazon Reliance 3580 Future Group TechCrunch Japan,positive
1330771813840764930,2020-11-23 07:14:59,"At just ₹13,999, you can make your door more dependable with Open Door three. Enter quickly using a fingerprint or… https://t.co/No8LmG9hzd",At just 13 999 you can make your door more dependable with Open Door three Enter quickly using a fingerprint or,neutral
1330771740713132034,2020-11-23 07:14:42,"💪🏼Build Muscle with weight Ayurvedic #Health Gainer 🍃

🌿 100% Natural, Ministry of AYUSH Approved
🌿 All India Deliv… https://t.co/X6NN0S0xEm",Build Muscle with weight Ayurvedic Health Gainer 100 Natural Ministry of AYUSH Approved All India Deliv,positive
1330771695632744448,2020-11-23 07:14:31,"My book Time, Space, and Capital in India is now available in India at a reasonable price. Do get a copy! https://t.co/U0vX6P6Iyo",My book Time Space and Capital in India is now available in India at a reasonable price Do get a copy,neutral
1330771439922790401,2020-11-23 07:13:30,"💪🏼Build Muscle &amp; weight Ayurvedic #Body Gainer 🍃

🌿 100% Natural, Ministry of AYUSH Approved
🌿 All India Delivery I… https://t.co/lTze2P7ncc",Build Muscle amp weight Ayurvedic Body Gainer 100 Natural Ministry of AYUSH Approved All India Delivery I,positive
1330771216475385856,2020-11-23 07:12:37,"💪🏼 Pure Aloe Vera Juice with Fiber  #Aloefit 🍃

🌿 100% Natural, Ministry of AYUSH Approved
🌿 All India Delivery I C… https://t.co/4dqgayMjdk",Pure Aloe Vera Juice with Fiber Aloefit 100 Natural Ministry of AYUSH Approved All India Delivery I C,positive
1330769577119272962,2020-11-23 07:06:06,"@AfterlifeSerial The Old Man and The Nymph by Vipin Behari Goyal #GreekMythology
A strange story of Nymphs of Greek… https://t.co/1ZOQhZqFfv",The Old Man and The Nymph by Vipin Behari Goyal GreekMythology A strange story of Nymphs of Greek,negative
1330768450810101762,2020-11-23 07:01:37,"@AmazonHelp 8250691461,9635953642, these are the only contact numbers available on google for amazon customer servi… https://t.co/QyTlOKCkcM",8250691461 9635953642 these are the only contact numbers available on google for amazon customer servi,positive
1330768223382462464,2020-11-23 07:00:43,"Rudrendra Prasad Ghosh transforms his own personal narrations into forty-eight poems, covering everything from the… https://t.co/zDuZFBo0ID",Rudrendra Prasad Ghosh transforms his own personal narrations into forty eight poems covering everything from the,neutral
1330767762629619712,2020-11-23 06:58:53,"Celebrating the digital empowerment of rural India, 'Serving a Digital-first India' eBook by Amazon Web Services (A… https://t.co/lLJvv1Pan6",Celebrating the digital empowerment of rural India Serving a Digital first India eBook by Amazon Web Services A,positive
1330767433867485184,2020-11-23 06:57:35,"Old and torn Nike shoe given by #Amazon India, complaint filed against @amazonIN  #AmazonIndia  @Nike 
#Nike… https://t.co/M2nWBudHUK",Old and torn Nike shoe given by Amazon India complaint filed against AmazonIndia Nike,negative
1330765402649939968,2020-11-23 06:49:31,"A &amp; Y Men's Ankle Length Formal/Casual Socks (Multicolour; Free Size,) MADE IN INDIA
 @ ₹ 60
https://t.co/Fq0hwdqHXM",A amp Y Men s Ankle Length Formal Casual Socks Multicolour Free Size MADE IN INDIA 60,positive
1330764884603150338,2020-11-23 06:47:27,"A &amp; Y Men's Ankle Length Formal/Casual Socks (Multicolour; Free Size,) MADE IN INDIA
 @ ₹ 60
https://t.co/iXbMl7FgEF",A amp Y Men s Ankle Length Formal Casual Socks Multicolour Free Size MADE IN INDIA 60,positive
1330764786573819905,2020-11-23 06:47:04,https://t.co/wzowHyUiqi,,neutral
1330764266509516802,2020-11-23 06:45:00,"Investing from India in US stocks such as Facebook, Amazon, Apple, Netflix, Microsoft, Alphabet and Tesla has gone… https://t.co/3npEEtZ2b7",Investing from India in US stocks such as Facebook Amazon Apple Netflix Microsoft Alphabet and Tesla has gone,positive
1330764146258837504,2020-11-23 06:44:31,"Enthused by reader responses Nothing better can happen for a writer 🙏Do keep them rolling 🙂
Full Spectrum: India's… https://t.co/ylZJ6Xmb6y",Enthused by reader responses Nothing better can happen for a writer Do keep them rolling Full Spectrum India s,positive
1330763707060678656,2020-11-23 06:42:46,@JeffBezos sir please look at Indian business .your Amazon india customer team and courier team braking trust of cu… https://t.co/V5GXri7G2H,sir please look at Indian business your Amazon india customer team and courier team braking trust of cu,positive
1330763402990415874,2020-11-23 06:41:34,"Ragi Jaggery Biscuits made from 100% whole grain &amp; Jaggery.....they are good source of Calcium, Protein, Iron &amp; Fib… https://t.co/GfiTgMfe4h",Ragi Jaggery Biscuits made from 100 whole grain amp Jaggery they are good source of Calcium Protein Iron amp Fib,positive
1330763175445204993,2020-11-23 06:40:40,@India_Vancouver @amazon @amazon please take action 🙏,Vancouver please take action,positive
1330762848021008386,2020-11-23 06:39:22,@amazonIN @amazonIN just #advertising n not addressing issues on ground will lead 2 what am sure #Amazon knows well… https://t.co/36JQFXV05u,just advertising n not addressing issues on ground will lead 2 what am sure Amazon knows well,positive
1330762764457893891,2020-11-23 06:39:02,"From Delhi Adhrak #Chai to Madras #Coffee, Cherise TAPRI offers a wide range of beverage selection made with Love i… https://t.co/UelY9Pr3Ic",From Delhi Adhrak Chai to Madras Coffee Cherise TAPRI offers a wide range of beverage selection made with Love i,positive
1330762499063504898,2020-11-23 06:37:58,@narendramodi @smritiirani A new idea of India. https://t.co/2NoOfUWHwG,A new idea of India,neutral
1330762286949040128,2020-11-23 06:37:08,"It's day 10
Gud afternoon #amazon #AmazonHelp #amazonIN #AmitAgrawal #JeffBezos 
It's been more than 38 days no upd… https://t.co/IJIll7oySM",It s day 10 Gud afternoon amazon AmazonHelp amazonIN AmitAgrawal JeffBezos It s been more than 38 days no upd,negative
1330762110721146881,2020-11-23 06:36:26,@amazon please remove this product https://t.co/OJQl3pAOlF from your website &amp; label the vendor. It is hurting… https://t.co/4MjZFoydFu,please remove this product from your website amp label the vendor It is hurting,negative
1330762001283420160,2020-11-23 06:36:00,"Digital India is where America Inc.’s checks are going:

💰Ambani raised $26 billion from investors including Google… https://t.co/lePAIX9SWo",Digital India is where America Inc s checks are going Ambani raised 26 billion from investors including Google,neutral
1330761436356767745,2020-11-23 06:33:45,"@JeffBezos मेरे साथ फ्रॉड हुआ है call me 9935759915 India ,by Amazon",call me 9935759915 India by Amazon,positive
1330760773476392962,2020-11-23 06:31:07,"@AmazonNews_IN @amazonIN @amazon @JeffBezos 
Pathetic service from Amazon India. I registered myself with Amazonfle… https://t.co/ku1U8XMUdX",IN Pathetic service from Amazon India I registered myself with Amazonfle,negative
1330760725267058690,2020-11-23 06:30:55,"https://t.co/6B5LWWCqQC

@rose2tulip https://t.co/CXFgvXwPaa",,neutral
1330759713747726336,2020-11-23 06:26:54,https://t.co/WwD9BEP5Ew CORPTED CHOR SECRET AGENTS KI KUTAE TO HONE HE CHAHIYA PR JO GOOD AGENTS  HA ONKO SALLERY K… https://t.co/eQPFjXfxB5,CORPTED CHOR SECRET AGENTS KI KUTAE TO HONE HE CHAHIYA PR JO GOOD AGENTS HA ONKO SALLERY K,positive
1330758177772556291,2020-11-23 06:20:48,"#AmazonQuiz 
Completed Susesfully Quiz 
@amazonIN 
Amazon India https://t.co/PxcsCIpJzb",AmazonQuiz Completed Susesfully Quiz Amazon India,positive
1330757146930081792,2020-11-23 06:16:42,JUST IN: Amazon Web Services and Drone Federation of India (@dronefed) have partnered to identify solutions by dron… https://t.co/RHkiR7XozP,JUST IN Amazon Web Services and Drone Federation of India have partnered to identify solutions by dron,positive
1330755849208250368,2020-11-23 06:11:33,Buy the ebook here: https://t.co/YNMnu4cOh7 https://t.co/MIezee4CvX,Buy the ebook here,neutral
1330754482540400641,2020-11-23 06:06:07,I am a student in my 7th semester and working on the new tech of amazon sumerian for my upcoming Smart India Hackat… https://t.co/ORlGf8i9F9,I am a student in my 7th semester and working on the new tech of amazon sumerian for my upcoming Smart India Hackat,positive
1330753826626813959,2020-11-23 06:03:31,"Deal Price: ₹ 274.00
Discount: ₹ 406.00 (60%)https://t.co/xozqP4rOcN",Deal Price 274 00 Discount 406 00 60,neutral
1330753813662244865,2020-11-23 06:03:28,https://t.co/4EuKAyfjiB,,neutral
1330753638965276673,2020-11-23 06:02:46,https://t.co/0vXYEIDrbD,,neutral
